date,highTemp,avgHighTemp,avgLowTemp,lowTemp,snowfall,snowfallDays
string,number,number,number,number,number,number
Date,Highest temp,Average high temp,Average low temp,Lowest temp,Snowfall,Snowfall Days
2011-08,33.9,27.2,19.4,16.7,0.0,0.0
2011-09,30.6,23.5,15.7,8.9,0.0,0.0
2011-10,30.6,17.8,10.6,1.1,25.4,2.0
2011-11,20.6,14.7,5.7,-0.6,0.0,0.0
2011-12,17.2,8.7,0.2,-7.8,0.0,0.0
2012-01,15.6,5.4,-3.0,-14.4,172.7,7.0
2012-02,15.0,7.2,-1.2,-8.9,22.9,1.0
2012-03,28.3,12.9,3.4,-6.7,15.2,3.0
2012-04,30.6,16.9,6.6,1.1,0.0,0.0
2012-05,30.0,19.2,12.2,7.2,0.0,0.0
2012-06,36.1,23.2,15.4,10.0,0.0,0.0
2012-07,36.1,28.5,19.6,16.1,0.0,0.0
2012-08,33.3,27.8,19.5,15.6,0.0,0.0
2012-09,27.8,22.2,14.2,9.4,0.0,0.0
2012-10,25.6,17.3,9.9,1.7,0.0,0.0
2012-11,18.9,8.9,2.3,-1.1,10.2,2.0
2012-12,15.6,6.8,0.3,-6.1,86.4,5.0
2013-01,16.1,3.7,-4.3,-15.6,127.0,6.0
2013-02,8.3,2.7,-3.7,-9.4,863.6,9.0
2013-03,15.0,6.6,-0.2,-6.1,523.2,5.0
2013-04,23.9,13.9,4.9,-0.6,0.0,0.0
2013-05,34.4,19.6,10.2,4.4,0.0,0.0
2013-06,35.0,25.6,16.2,11.7,0.0,0.0
2013-07,37.2,29.3,20.8,15.6,0.0,0.0
2013-08,31.7,26.6,18.0,15.0,0.0,0.0
2013-09,36.1,22.8,13.5,6.7,0.0,0.0
2013-10,27.8,17.9,9.5,1.7,0.0,0.0
2013-11,22.2,10.4,1.5,-7.8,0.0,0.0
2013-12,13.9,4.6,-3.1,-12.8,297.2,7.0
2014-01,15.0,1.7,-6.8,-16.7,553.7,8.0
2014-02,12.8,2.0,-5.4,-13.3,581.7,10.0
2014-03,15.6,5.4,-3.8,-11.7,55.9,3.0
2014-04,23.9,13.4,4.5,-0.6,7.6,1.0
2014-05,29.4,19.1,10.6,6.1,0.0,0.0
2014-06,31.7,24.8,15.6,10.6,0.0,0.0
2014-07,33.3,27.9,18.9,15.0,0.0,0.0
2014-08,32.8,25.8,17.3,14.4,0.0,0.0
2014-09,33.9,23.4,14.6,7.8,0.0,0.0
2014-10,27.2,17.2,9.9,3.9,0.0,0.0
2014-11,18.9,9.7,1.9,-5.0,66.0,2.0
2014-12,17.8,6.5,0.4,-7.8,7.6,1.0
2015-01,11.1,0.6,-7.2,-18.3,871.2,10.0
2015-02,3.9,-2.3,-12.1,-19.4,1645.9,16.0
2015-03,13.9,4.9,-3.6,-12.8,218.4,7.0
2015-04,20.6,13.2,4.6,-1.1,0.0,0.0
2015-05,31.7,22.9,10.8,3.9,0.0,0.0
2015-06,31.1,22.3,14.0,7.8,0.0,0.0
2015-07,33.3,27.5,19.0,15.0,0.0,0.0
2015-08,32.8,28.2,19.2,16.1,0.0,0.0
2015-09,35.6,25.2,16.1,8.9,0.0,0.0
2015-10,24.4,16.3,8.1,-0.6,0.0,0.0
2015-11,24.4,13.2,5.1,-2.2,0.0,0.0
2015-12,20.6,10.9,3.8,-4.4,22.9,1.0
2016-01,14.4,4.2,-3.6,-13.3,241.3,4.0
2016-02,18.3,6.5,-3.5,-22.8,381.0,7.0
2016-03,25.0,10.0,1.7,-6.1,104.1,2.0
2016-04,25.6,12.6,4.2,-5.6,167.6,2.0
2016-05,33.3,19.2,10.4,5.6,0.0,0.0
2016-06,30.6,24.9,15.6,12.2,0.0,0.0
2016-07,36.7,29.3,19.7,15.0,0.0,0.0
2016-08,36.7,29.3,20.1,16.1,0.0,0.0
2016-09,33.9,23.5,15.9,8.9,0.0,0.0
2016-10,27.2,16.9,9.0,1.1,0.0,0.0
2016-11,21.1,12.0,3.8,-1.1,0.0,0.0
2016-12,14.4,5.5,-1.9,-15.6,149.9,5.0
2017-01,16.1,5.0,-1.6,-11.7,226.1,4.0
2017-02,22.8,7.1,-1.9,-11.7,546.1,8.0
2017-03,17.2,5.2,-3.0,-12.8,256.5,5.0
2017-04,30.0,15.5,6.4,0.6,30.5,1.0
2017-05,35.0,17.0,10.1,5.6,0.0,0.0
2017-06,35.0,25.8,15.9,8.3,0.0,0.0
2017-07,33.9,26.7,18.3,13.3,0.0,0.0
2017-08,32.8,26.4,18.0,13.9,0.0,0.0
2017-09,31.1,23.6,15.5,10.0,0.0,0.0
2017-10,26.7,20.5,12.1,4.4,0.0,0.0
2017-11,23.9,10.7,2.3,-5.6,0.0,0.0
2017-12,15.0,2.5,-4.0,-16.7,233.7,5.0
2018-01,16.1,2.2,-6.0,-18.9,452.1,5.0
2018-02,22.2,8.0,-1.3,-12.2,210.8,5.0
2018-03,17.8,6.1,-0.3,-8.9,591.8,8.0
2018-04,21.1,11.6,3.2,-1.7,33.0,2.0
2018-05,32.2,22.1,11.4,6.7,0.0,0.0
2018-06,33.3,24.3,15.3,9.4,0.0,0.0
2018-07,36.7,28.8,20.3,16.1,0.0,0.0
2018-08,36.7,29.3,21.1,16.7,0.0,0.0
2018-09,36.1,24.0,17.1,11.7,0.0,0.0
2018-10,30.0,16.5,8.4,1.1,0.0,0.0
2018-11,21.1,9.4,2.8,-10.0,2.5,1.0
2018-12,18.3,6.7,-0.8,-6.7,2.5,1.0
2019-01,15.0,3.6,-5.0,-15.0,53.3,3.0
2019-02,18.3,4.9,-3.2,-12.2,294.6,7.0
2019-03,21.1,8.2,-0.3,-9.4,342.9,4.0
2019-04,25.0,15.3,6.6,-1.1,0.0,0.0
2019-05,31.7,18.4,10.3,6.1,0.0,0.0
2019-06,30.6,24.3,16.0,11.7,0.0,0.0
2019-07,36.7,30.4,21.5,17.2,0.0,0.0
2019-08,35.0,27.6,19.2,13.9,0.0,0.0
2019-09,33.3,24.4,15.5,10.0,0.0,0.0
2019-10,27.2,17.7,10.6,5.6,0.0,0.0
2019-11,22.2,10.0,2.0,-6.1,0.0,0.0
2019-12,17.2,6.4,-0.7,-9.4,292.1,7.0
2020-01,23.3,7.2,-0.5,-10.0,78.7,2.0
2020-02,17.8,7.1,-0.7,-11.1,12.7,2.0
2020-03,22.2,9.6,1.3,-7.2,0.0,0.0
2020-04,16.7,10.3,3.6,-0.6,17.8,1.0
2020-05,28.3,18.7,8.8,1.1,0.0,0.0
2020-06,33.3,25.5,15.9,8.3,0.0,0.0
2020-07,35.0,28.2,19.9,15.0,0.0,0.0
2020-08,34.4,27.7,19.1,14.4,0.0,0.0
2020-09,29.4,23.2,14.1,6.7,0.0,0.0
2020-10,25.6,16.6,8.7,-2.2,109.2,1.0
2020-11,23.9,13.7,4.0,-5.6,0.0,0.0
2020-12,17.2,5.9,-1.6,-8.9,330.2,3.0
2021-01,11.1,2.7,-3.8,-13.9,147.3,5.0
2021-02,10.0,2.3,-3.7,-11.7,388.6,6.0
2021-03,23.3,10.8,0.4,-10.6,2.5,1.0
2021-04,25.6,14.9,6.0,-1.7,2.5,1.0
2021-05,33.3,21.0,11.6,6.7,0.0,0.0
2021-06,37.8,28.7,18.4,12.2,0.0,0.0
2021-07,35.0,26.1,18.7,13.9,0.0,0.0
2021-08,35.6,28.7,21.1,16.7,0.0,0.0
2021-09,30.0,24.8,17.0,11.1,0.0,0.0
2021-10,25.6,18.9,12.0,5.0,0.0,0.0
2021-11,21.1,11.1,3.0,-3.3,0.0,0.0
2021-12,17.8,7.6,0.4,-6.7,10.2,2.0
2022-01,11.1,2.0,-7.1,-15.6,919.5,7.0
2022-02,20.6,5.6,-4.4,-12.2,388.6,6.0
